NAME,TYPE,LENGTH,LABEL
DPETHISC,Numeric,8,District 2017 Student: Hispanic Count
DPETHISP,Numeric,8,District 2017 Student: Hispanic Percent
DPETPCIC,Numeric,8,District 2017 Student: Pacific Islander Count
DPETPCIP,Numeric,8,District 2017 Student: Pacific Islander Percent
DPETTWOC,Numeric,8,District 2017 Student: Two or More Races Count
DPETTWOP,Numeric,8,District 2017 Student: Two or More Races Percent
DPETWHIC,Numeric,8,District 2017 Student: White Count
DPETWHIP,Numeric,8,District 2017 Student: White Percent
DPETDISC,Numeric,8,District 2016 DAEP: Count
DPETDISD,Numeric,8,District 2016 DAEP: Denominator
DPETDISP,Numeric,8,District 2016 DAEP: Percent
DPETRSKC,Numeric,8,District 2017 Student: At Risk Count
DPETRSKP,Numeric,8,District 2017 Student: At Risk Percent
DPETECOC,Numeric,8,District 2017 Student: Econ Disadv Count
DPETECOP,Numeric,8,District 2017 Student: Econ Disadv Percent
DPETLEPC,Numeric,8,District 2017 Student: LEP Count
DPETLEPP,Numeric,8,District 2017 Student: LEP Percent
DPETNEDC,Numeric,8,District 2017 Student: Non-Educationally Disadv Count
DPETNEDP,Numeric,8,District 2017 Student: Non-Educationally Disadv Percent
DPETSAUC,Numeric,8,District 2017 Student: Autism Count
DPETSAUP,Numeric,8,District 2017 Student: Autism Percent
DPETSBHC,Numeric,8,District 2017 Student: Behavioral Disabilities Count
DPETSBHP,Numeric,8,District 2017 Student: Behavioral Disabilities Percent
DPETSINC,Numeric,8,District 2017 Student: Intellectual Disabilities Count
DPETSINP,Numeric,8,District 2017 Student: Intellectual Disabilities Percent
DPETSNOC,Numeric,8,District 2017 Student: Non-Categorical Early Childhood Count
DPETSNOP,Numeric,8,District 2017 Student: Non-Categorical Early Childhood Percent
DPETSPHC,Numeric,8,District 2017 Student: Physical Disabilities Count
DPETSPHP,Numeric,8,District 2017 Student: Physical Disabilities Percent
DPETSIMC,Numeric,8,District 2017 Student: Total Students with Disabilities Count
DPETBILC,Numeric,8,District 2017 Student: Bilingual/ESL Count
DPETBILP,Numeric,8,District 2017 Student: Bilingual/ESL Percent
DPETVOCC,Numeric,8,District 2017 Student: Career & Technical Education Count
DPETVOCP,Numeric,8,District 2017 Student: Career & Technical Education Percent
DPETGIFC,Numeric,8,District 2017 Student: Gifted & Talented Count
DPETGIFP,Numeric,8,District 2017 Student: Gifted & Talented Percent
DPETSPEC,Numeric,8,District 2017 Student: Special Ed Count
DPETSPEP,Numeric,8,District 2017 Student: Special Ed Percent
DPEMALLC,Numeric,8,District 2017 Student: 2016 Mobility All Students Count
DPEMALLT,Numeric,8,District 2017 Student: 2016 Mobility All Students Denominator
DPEMALLP,Numeric,8,District 2017 Student: 2016 Mobility All Students Percent
DB0GR16N,Numeric,8,District 2016 Graduates: African American Count
DB0GR16R,Numeric,8,District 2016 Graduates: African American Student Group %
DA0GR16N,Numeric,8,District 2016 Graduates: All Students Count (including FHSP)
DA0GR16R,Numeric,8,District 2016 Graduates: All Students Group %
DI0GR16N,Numeric,8,District 2016 Graduates: American Indian Count
DI0GR16R,Numeric,8,District 2016 Graduates: American Indian Student Group %
D30GR16N,Numeric,8,District 2016 Graduates: Asian Count
D30GR16R,Numeric,8,District 2016 Graduates: Asian Student Group %
DH0GR16N,Numeric,8,District 2016 Graduates: Hispanic Count
DH0GR16R,Numeric,8,District 2016 Graduates: Hispanic Student Group %
D40GR16N,Numeric,8,District 2016 Graduates: Pacific Islander Count
D40GR16R,Numeric,8,District 2016 Graduates: Pacific Islander Student Group %
D20GR16N,Numeric,8,District 2016 Graduates: Two or More Races Count
D20GR16R,Numeric,8,District 2016 Graduates: Two or More Races Student Group %
DW0GR16N,Numeric,8,District 2016 Graduates: White Count
DW0GR16R,Numeric,8,District 2016 Graduates: White Student Group %
DA0GN16P,Numeric,8,District 2016 Graduates: FHSP No Endorsement All Students % (Profile Only)
DA0GN16N,Numeric,8,District 2016 Graduates: FHSP No Endorsement All Students Count
DA0GA16P,Numeric,8,District 2016 Graduates: FHSP-DLA All Students % (Profile Only)
DA0GA16N,Numeric,8,District 2016 Graduates: FHSP-DLA All Students Count
DA0GE16P,Numeric,8,District 2016 Graduates: FHSP-E All Students % (Profile Only)
DA0GE16N,Numeric,8,District 2016 Graduates: FHSP-E All Students Count
DA0GM16P,Numeric,8,District 2016 Graduates: Minimum HS PGM All Students % (Profile Only)
DA0GM16N,Numeric,8,District 2016 Graduates: Minimum HS PGM All Students Count
DA0GH16P,Numeric,8,District 2016 Graduates: RHSP/DAP All Students % (Profile Only)
DA0GH16N,Numeric,8,District 2016 Graduates: RHSP/DAP All Students Count
DR0GR16N,Numeric,8,District 2016 Graduates: At Risk Count
DR0GR16R,Numeric,8,District 2016 Graduates: At Risk Student Group %
DE0GR16N,Numeric,8,District 2016 Graduates: Econ Disadv Count
DE0GR16R,Numeric,8,District 2016 Graduates: Econ Disadv Student Group %
DL0GR16N,Numeric,8,District 2016 Graduates: LEP Count
DL0GR16R,Numeric,8,District 2016 Graduates: LEP Student Group %
DS0GR16N,Numeric,8,District 2016 Graduates: Special Ed Count
DS0GR16R,Numeric,8,District 2016 Graduates: Special Ed Student Group %
DPERRA1R,Numeric,8,District 2016 Retention: Regular Ed 01 Rate
DPERRA2R,Numeric,8,District 2016 Retention: Regular Ed 02 Rate
DPERRA3R,Numeric,8,District 2016 Retention: Regular Ed 03 Rate
DPERRA4R,Numeric,8,District 2016 Retention: Regular Ed 04 Rate
DPERRA5R,Numeric,8,District 2016 Retention: Regular Ed 05 Rate
DPERRA6R,Numeric,8,District 2016 Retention: Regular Ed 06 Rate
DPERRA7R,Numeric,8,District 2016 Retention: Regular Ed 07 Rate
DPERRA8R,Numeric,8,District 2016 Retention: Regular Ed 08 Rate
DPERRAKR,Numeric,8,District 2016 Retention: Regular Ed KG Rate
DPERSA1R,Numeric,8,District 2016 Retention: Special Ed 01 Rate
DPERSA2R,Numeric,8,District 2016 Retention: Special Ed 02 Rate
DPERSA3R,Numeric,8,District 2016 Retention: Special Ed 03 Rate
DPERSA4R,Numeric,8,District 2016 Retention: Special Ed 04 Rate
DPERSA5R,Numeric,8,District 2016 Retention: Special Ed 05 Rate
DPERSA6R,Numeric,8,District 2016 Retention: Special Ed 06 Rate
DPERSA7R,Numeric,8,District 2016 Retention: Special Ed 07 Rate
DPERSA8R,Numeric,8,District 2016 Retention: Special Ed 08 Rate
DPERSAKR,Numeric,8,District 2016 Retention: Special Ed KG Rate
DAUND16C,Numeric,8,District 2016 Underreported Students: Count
DAUND16D,Numeric,8,District 2016 Underreported Students: Gr. 7-12 Total
DAUND16R,Numeric,8,District 2016 Underreported Students: Rate
